Border,Date,Measure,Value,Average
US-Mexico Border,12/01/2003 12:00:00 AM,Personal Vehicle Passengers,18080733,14085019
US-Mexico Border,12/01/2003 12:00:00 AM,Personal Vehicles,7896957,6531363
US-Mexico Border,12/01/2003 12:00:00 AM,Pedestrians,4596477,3671743
US-Canada Border,12/01/2003 12:00:00 AM,Personal Vehicle Passengers,4523405,5590129
US-Canada Border,12/01/2003 12:00:00 AM,Personal Vehicles,2193652,2664299
US-Canada Border,12/01/2003 12:00:00 AM,Trucks,500516,514573
US-Canada Border,12/01/2003 12:00:00 AM,Truck Containers Full,420806,384677
US-Mexico Border,12/01/2003 12:00:00 AM,Trucks,338505,399510
US-Mexico Border,12/01/2003 12:00:00 AM,Bus Passengers,308910,243332
US-Canada Border,12/01/2003 12:00:00 AM,Bus Passengers,236257,272821
US-Mexico Border,12/01/2003 12:00:00 AM,Truck Containers Full,207978,253347
US-Mexico Border,12/01/2003 12:00:00 AM,Truck Containers Empty,138143,141968
US-Canada Border,12/01/2003 12:00:00 AM,Rail Containers Full,117567,108542
US-Canada Border,12/01/2003 12:00:00 AM,Truck Containers Empty,73240,88391
US-Canada Border,12/01/2003 12:00:00 AM,Rail Containers Empty,38320,44049
US-Canada Border,12/01/2003 12:00:00 AM,Pedestrians,35722,48080
US-Mexico Border,12/01/2003 12:00:00 AM,Rail Containers Empty,32888,31209
US-Mexico Border,12/01/2003 12:00:00 AM,Buses,25282,19502
US-Mexico Border,12/01/2003 12:00:00 AM,Rail Containers Full,17982,27870
US-Canada Border,12/01/2003 12:00:00 AM,Train Passengers,14959,21634
US-Canada Border,12/01/2003 12:00:00 AM,Buses,10418,11345
US-Canada Border,12/01/2003 12:00:00 AM,Trains,2882,2523
US-Mexico Border,12/01/2003 12:00:00 AM,Train Passengers,1059,1038
US-Mexico Border,12/01/2003 12:00:00 AM,Trains,652,724
US-Mexico Border,12/01/2002 12:00:00 AM,Personal Vehicle Passengers,17916036,14070397
US-Mexico Border,12/01/2002 12:00:00 AM,Personal Vehicles,7939876,6525987
US-Mexico Border,12/01/2002 12:00:00 AM,Pedestrians,4923075,3666967
US-Canada Border,12/01/2002 12:00:00 AM,Personal Vehicle Passengers,4873112,5592865
US-Canada Border,12/01/2002 12:00:00 AM,Personal Vehicles,2412388,2665261
US-Canada Border,12/01/2002 12:00:00 AM,Trucks,512209,514582
US-Canada Border,12/01/2002 12:00:00 AM,Truck Containers Full,425003,384523
US-Mexico Border,12/01/2002 12:00:00 AM,Bus Passengers,358127,242894
US-Mexico Border,12/01/2002 12:00:00 AM,Trucks,329204,399778
US-Canada Border,12/01/2002 12:00:00 AM,Bus Passengers,255742,272886
US-Mexico Border,12/01/2002 12:00:00 AM,Truck Containers Full,188444,253595
US-Mexico Border,12/01/2002 12:00:00 AM,Truck Containers Empty,141498,141970
US-Canada Border,12/01/2002 12:00:00 AM,Rail Containers Full,114804,108518
US-Canada Border,12/01/2002 12:00:00 AM,Truck Containers Empty,72516,88452
US-Canada Border,12/01/2002 12:00:00 AM,Pedestrians,51264,48068
US-Canada Border,12/01/2002 12:00:00 AM,Rail Containers Empty,36347,44078
US-Mexico Border,12/01/2002 12:00:00 AM,Rail Containers Empty,29405,31216
US-Mexico Border,12/01/2002 12:00:00 AM,Buses,28023,19470
US-Mexico Border,12/01/2002 12:00:00 AM,Rail Containers Full,19652,27902
US-Canada Border,12/01/2002 12:00:00 AM,Train Passengers,14339,21662
US-Canada Border,12/01/2002 12:00:00 AM,Buses,10241,11349
US-Canada Border,12/01/2002 12:00:00 AM,Trains,2275,2524
US-Mexico Border,12/01/2002 12:00:00 AM,Train Passengers,984,1038
US-Mexico Border,12/01/2002 12:00:00 AM,Trains,610,725
US-Mexico Border,12/01/2001 12:00:00 AM,Personal Vehicle Passengers,17439036,14057490
US-Mexico Border,12/01/2001 12:00:00 AM,Personal Vehicles,7243488,6523238
US-Mexico Border,12/01/2001 12:00:00 AM,Pedestrians,4571754,3663501
US-Canada Border,12/01/2001 12:00:00 AM,Personal Vehicle Passengers,4452131,5597236
US-Canada Border,12/01/2001 12:00:00 AM,Personal Vehicles,2172450,2667149
US-Canada Border,12/01/2001 12:00:00 AM,Trucks,455087,514810
US-Canada Border,12/01/2001 12:00:00 AM,Truck Containers Full,375793,384557
US-Mexico Border,12/01/2001 12:00:00 AM,Trucks,321961,400076
US-Mexico Border,12/01/2001 12:00:00 AM,Bus Passengers,315391,242616
US-Canada Border,12/01/2001 12:00:00 AM,Bus Passengers,210570,273125
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Full,169523,253917
US-Mexico Border,12/01/2001 12:00:00 AM,Truck Containers Empty,151569,141933
US-Canada Border,12/01/2001 12:00:00 AM,Rail Containers Full,96308,108565
US-Canada Border,12/01/2001 12:00:00 AM,Truck Containers Empty,69582,88524
US-Canada Border,12/01/2001 12:00:00 AM,Rail Containers Empty,32353,44123
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Empty,29778,31221
US-Canada Border,12/01/2001 12:00:00 AM,Pedestrians,27496,48147
US-Mexico Border,12/01/2001 12:00:00 AM,Buses,24260,19451
US-Mexico Border,12/01/2001 12:00:00 AM,Rail Containers Full,18543,27937
US-Canada Border,12/01/2001 12:00:00 AM,Train Passengers,16842,21680
US-Canada Border,12/01/2001 12:00:00 AM,Buses,8381,11361
US-Canada Border,12/01/2001 12:00:00 AM,Trains,2585,2524
US-Mexico Border,12/01/2001 12:00:00 AM,Train Passengers,1180,1037
US-Mexico Border,12/01/2001 12:00:00 AM,Trains,574,725
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,20632886,14032200
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicles,7940283,6517788
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,5897718,5596080
US-Mexico Border,12/01/2000 12:00:00 AM,Pedestrians,4654714,3659688
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicles,2492742,2667820
US-Canada Border,12/01/2000 12:00:00 AM,Trucks,475067,514963
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Full,357904,384659
US-Mexico Border,12/01/2000 12:00:00 AM,Trucks,328599,400351
US-Canada Border,12/01/2000 12:00:00 AM,Bus Passengers,286591,273073
US-Mexico Border,12/01/2000 12:00:00 AM,Bus Passengers,255262,242567
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Full,172056,254232
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Empty,149813,141903
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Full,91855,108629
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Empty,60704,88631
US-Canada Border,12/01/2000 12:00:00 AM,Pedestrians,45110,48158
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Empty,26822,44189
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Empty,25083,31245
US-Mexico Border,12/01/2000 12:00:00 AM,Buses,24894,19430
US-Canada Border,12/01/2000 12:00:00 AM,Train Passengers,18112,21694
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Full,16933,27980
US-Canada Border,12/01/2000 12:00:00 AM,Buses,11055,11362
US-Canada Border,12/01/2000 12:00:00 AM,Trains,2610,2523
US-Mexico Border,12/01/2000 12:00:00 AM,Train Passengers,1266,1036
US-Mexico Border,12/01/2000 12:00:00 AM,Trains,540,726
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,21420461,14003674
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicles,7893894,6512475
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,6026165,5594420
US-Mexico Border,12/01/1999 12:00:00 AM,Pedestrians,4376708,3656920
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicles,2706197,2667672
US-Canada Border,12/01/1999 12:00:00 AM,Trucks,531633,514899
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Full,405789,384578
US-Mexico Border,12/01/1999 12:00:00 AM,Trucks,352977,400534
US-Canada Border,12/01/1999 12:00:00 AM,Bus Passengers,234869,273220
US-Mexico Border,12/01/1999 12:00:00 AM,Bus Passengers,216338,242668
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Full,187457,254490
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Empty,158818,141838
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Full,92110,108693
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Empty,64679,88724
US-Canada Border,12/01/1999 12:00:00 AM,Pedestrians,40904,48186
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Empty,27902,31258
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Empty,25824,44260
US-Mexico Border,12/01/1999 12:00:00 AM,Buses,23477,19415
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Full,17963,28018
US-Canada Border,12/01/1999 12:00:00 AM,Train Passengers,16368,21714
US-Canada Border,12/01/1999 12:00:00 AM,Buses,10447,11366
US-Canada Border,12/01/1999 12:00:00 AM,Trains,2529,2523
US-Mexico Border,12/01/1999 12:00:00 AM,Train Passengers,1011,1036
US-Mexico Border,12/01/1999 12:00:00 AM,Trains,490,727
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,19698688,13981601
US-Mexico Border,12/01/1998 12:00:00 AM,Personal Vehicles,7288229,6509468
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicle Passengers,5902056,5593227
US-Mexico Border,12/01/1998 12:00:00 AM,Pedestrians,4697031,3652889
US-Canada Border,12/01/1998 12:00:00 AM,Personal Vehicles,2545873,2668144
US-Canada Border,12/01/1998 12:00:00 AM,Trucks,490438,514994
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Full,387333,384567
US-Mexico Border,12/01/1998 12:00:00 AM,Trucks,326492,400821
US-Mexico Border,12/01/1998 12:00:00 AM,Bus Passengers,289641,242486
US-Canada Border,12/01/1998 12:00:00 AM,Bus Passengers,211030,273462
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Full,157249,254867
US-Mexico Border,12/01/1998 12:00:00 AM,Truck Containers Empty,148121,141813
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Full,86713,108778
US-Canada Border,12/01/1998 12:00:00 AM,Truck Containers Empty,60402,88833
US-Canada Border,12/01/1998 12:00:00 AM,Pedestrians,38366,48224
US-Canada Border,12/01/1998 12:00:00 AM,Rail Containers Empty,24874,44335
US-Mexico Border,12/01/1998 12:00:00 AM,Buses,23228,19400
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Empty,18045,31309
US-Canada Border,12/01/1998 12:00:00 AM,Train Passengers,16657,21734
US-Mexico Border,12/01/1998 12:00:00 AM,Rail Containers Full,16316,28064
US-Canada Border,12/01/1998 12:00:00 AM,Buses,10396,11369
US-Canada Border,12/01/1998 12:00:00 AM,Trains,2592,2523
US-Mexico Border,12/01/1998 12:00:00 AM,Train Passengers,1080,1036
US-Mexico Border,12/01/1998 12:00:00 AM,Trains,484,728
US-Mexico Border,12/01/1997 12:00:00 AM,Personal Vehicle Passengers,19719715,13959273
US-Mexico Border,12/01/1997 12:00:00 AM,Personal Vehicles,7346174,6506212
US-Canada Border,12/01/1997 12:00:00 AM,Personal Vehicle Passengers,6155147,5591041
US-Mexico Border,12/01/1997 12:00:00 AM,Pedestrians,4418646,3649909
US-Canada Border,12/01/1997 12:00:00 AM,Personal Vehicles,2622825,2668320
US-Canada Border,12/01/1997 12:00:00 AM,Trucks,451639,515240
US-Canada Border,12/01/1997 12:00:00 AM,Bus Passengers,313680,273305
US-Mexico Border,12/01/1997 12:00:00 AM,Trucks,306611,401188
US-Canada Border,12/01/1997 12:00:00 AM,Truck Containers Full,270069,385013
US-Mexico Border,12/01/1997 12:00:00 AM,Bus Passengers,237839,242505
US-Mexico Border,12/01/1997 12:00:00 AM,Truck Containers Full,148390,255281
US-Mexico Border,12/01/1997 12:00:00 AM,Truck Containers Empty,144599,141803
US-Canada Border,12/01/1997 12:00:00 AM,Rail Containers Full,70773,108926
US-Canada Border,12/01/1997 12:00:00 AM,Truck Containers Empty,47730,88993
US-Canada Border,12/01/1997 12:00:00 AM,Pedestrians,31616,48289
US-Mexico Border,12/01/1997 12:00:00 AM,Buses,22931,19386
US-Canada Border,12/01/1997 12:00:00 AM,Rail Containers Empty,21529,44424
US-Canada Border,12/01/1997 12:00:00 AM,Train Passengers,16988,21753
US-Mexico Border,12/01/1997 12:00:00 AM,Rail Containers Empty,16306,31367
US-Mexico Border,12/01/1997 12:00:00 AM,Rail Containers Full,10103,28134
US-Canada Border,12/01/1997 12:00:00 AM,Buses,9808,11375
US-Canada Border,12/01/1997 12:00:00 AM,Trains,2793,2522
US-Mexico Border,12/01/1997 12:00:00 AM,Train Passengers,493,1038
US-Mexico Border,12/01/1997 12:00:00 AM,Trains,406,729
US-Mexico Border,12/01/1996 12:00:00 AM,Personal Vehicle Passengers,13190005,13962278
US-Canada Border,12/01/1996 12:00:00 AM,Personal Vehicle Passengers,7159086,5584916
US-Mexico Border,12/01/1996 12:00:00 AM,Personal Vehicles,4761963,6513026
US-Canada Border,12/01/1996 12:00:00 AM,Personal Vehicles,2811916,2667759
US-Mexico Border,12/01/1996 12:00:00 AM,Pedestrians,2622075,3653924
US-Canada Border,12/01/1996 12:00:00 AM,Trucks,412045,515643
US-Mexico Border,12/01/1996 12:00:00 AM,Bus Passengers,361899,242038
US-Mexico Border,12/01/1996 12:00:00 AM,Trucks,281887,401654
US-Canada Border,12/01/1996 12:00:00 AM,Bus Passengers,230067,273474
US-Mexico Border,12/01/1996 12:00:00 AM,Truck Containers Full,118898,255814
US-Mexico Border,12/01/1996 12:00:00 AM,Truck Containers Empty,102137,141958
US-Canada Border,12/01/1996 12:00:00 AM,Truck Containers Full,91317,386160
US-Canada Border,12/01/1996 12:00:00 AM,Rail Containers Full,23607,109260
US-Canada Border,12/01/1996 12:00:00 AM,Truck Containers Empty,19225,89266
US-Canada Border,12/01/1996 12:00:00 AM,Pedestrians,16449,48413
US-Mexico Border,12/01/1996 12:00:00 AM,Rail Containers Empty,14969,31431
US-Canada Border,12/01/1996 12:00:00 AM,Train Passengers,13990,21783
US-Mexico Border,12/01/1996 12:00:00 AM,Rail Containers Full,12246,28196
US-Canada Border,12/01/1996 12:00:00 AM,Buses,10863,11377
US-Canada Border,12/01/1996 12:00:00 AM,Rail Containers Empty,10458,44557
US-Mexico Border,12/01/1996 12:00:00 AM,Buses,10039,19423
US-Canada Border,12/01/1996 12:00:00 AM,Trains,2501,2522
US-Mexico Border,12/01/1996 12:00:00 AM,Train Passengers,891,1039
US-Mexico Border,12/01/1996 12:00:00 AM,Trains,782,729
US-Mexico Border,11/01/2018 12:00:00 AM,Personal Vehicle Passengers,11389748,13972367
US-Mexico Border,11/01/2018 12:00:00 AM,Personal Vehicles,6083730,6514709
US-Mexico Border,11/01/2018 12:00:00 AM,Pedestrians,3959951,3652724
US-Canada Border,11/01/2018 12:00:00 AM,Personal Vehicle Passengers,3523204,5593001
US-Canada Border,11/01/2018 12:00:00 AM,Personal Vehicles,1933646,2670638
US-Mexico Border,11/01/2018 12:00:00 AM,Trucks,535417,401129
US-Canada Border,11/01/2018 12:00:00 AM,Trucks,476793,515796
US-Mexico Border,11/01/2018 12:00:00 AM,Truck Containers Full,390148,255287
US-Canada Border,11/01/2018 12:00:00 AM,Truck Containers Full,358925,386267
US-Canada Border,11/01/2018 12:00:00 AM,Rail Containers Full,163324,109048
US-Mexico Border,11/01/2018 12:00:00 AM,Truck Containers Empty,150973,141922
US-Mexico Border,11/01/2018 12:00:00 AM,Bus Passengers,150920,242395
US-Canada Border,11/01/2018 12:00:00 AM,Truck Containers Empty,127697,89115
US-Canada Border,11/01/2018 12:00:00 AM,Bus Passengers,105606,274132
US-Canada Border,11/01/2018 12:00:00 AM,Rail Containers Empty,59112,44500
US-Mexico Border,11/01/2018 12:00:00 AM,Rail Containers Empty,54868,31339
US-Mexico Border,11/01/2018 12:00:00 AM,Rail Containers Full,41616,28143
US-Canada Border,11/01/2018 12:00:00 AM,Pedestrians,21290,48520
US-Mexico Border,11/01/2018 12:00:00 AM,Buses,13325,19447
US-Canada Border,11/01/2018 12:00:00 AM,Train Passengers,11720,21822
US-Canada Border,11/01/2018 12:00:00 AM,Buses,4777,11403
US-Canada Border,11/01/2018 12:00:00 AM,Trains,1979,2524
US-Mexico Border,11/01/2018 12:00:00 AM,Train Passengers,1017,1039
US-Mexico Border,11/01/2018 12:00:00 AM,Trains,970,728
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,11928122,13980415
US-Mexico Border,11/01/2017 12:00:00 AM,Personal Vehicles,6369244,6515282
US-Mexico Border,11/01/2017 12:00:00 AM,Pedestrians,3846738,3651960
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicle Passengers,3630353,5600728
US-Canada Border,11/01/2017 12:00:00 AM,Personal Vehicles,2002198,2673270
US-Mexico Border,11/01/2017 12:00:00 AM,Trucks,513361,400687
US-Canada Border,11/01/2017 12:00:00 AM,Trucks,493062,515885
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Full,367342,386341
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Full,358016,254883
US-Mexico Border,11/01/2017 12:00:00 AM,Truck Containers Empty,150965,141887
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Full,147252,108897
US-Mexico Border,11/01/2017 12:00:00 AM,Bus Passengers,137698,242808
US-Canada Border,11/01/2017 12:00:00 AM,Truck Containers Empty,135585,88932
US-Canada Border,11/01/2017 12:00:00 AM,Bus Passengers,106550,274792
US-Canada Border,11/01/2017 12:00:00 AM,Rail Containers Empty,64178,44422
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Empty,49157,31269
US-Mexico Border,11/01/2017 12:00:00 AM,Rail Containers Full,41351,28091
US-Canada Border,11/01/2017 12:00:00 AM,Pedestrians,20077,48632
US-Mexico Border,11/01/2017 12:00:00 AM,Buses,13786,19469
US-Canada Border,11/01/2017 12:00:00 AM,Train Passengers,13675,21854
US-Canada Border,11/01/2017 12:00:00 AM,Buses,4930,11429
US-Canada Border,11/01/2017 12:00:00 AM,Trains,1872,2527
US-Mexico Border,11/01/2017 12:00:00 AM,Trains,934,727
US-Mexico Border,11/01/2017 12:00:00 AM,Train Passengers,800,1040
US-Mexico Border,11/01/2016 12:00:00 AM,Personal Vehicle Passengers,11496406,13990233
US-Mexico Border,11/01/2016 12:00:00 AM,Personal Vehicles,6199468,6516530
US-Mexico Border,11/01/2016 12:00:00 AM,Pedestrians,3663638,3651914
US-Canada Border,11/01/2016 12:00:00 AM,Personal Vehicle Passengers,3505423,5609010
US-Canada Border,11/01/2016 12:00:00 AM,Personal Vehicles,2021594,2675846
US-Canada Border,11/01/2016 12:00:00 AM,Trucks,492637,515977
US-Mexico Border,11/01/2016 12:00:00 AM,Trucks,492340,400325
US-Canada Border,11/01/2016 12:00:00 AM,Truck Containers Full,403023,386275
US-Mexico Border,11/01/2016 12:00:00 AM,Truck Containers Full,339115,254550
US-Mexico Border,11/01/2016 12:00:00 AM,Truck Containers Empty,150063,141854
US-Mexico Border,11/01/2016 12:00:00 AM,Bus Passengers,148799,243179
US-Canada Border,11/01/2016 12:00:00 AM,Rail Containers Full,134162,108797
US-Canada Border,11/01/2016 12:00:00 AM,Bus Passengers,115672,275421
US-Canada Border,11/01/2016 12:00:00 AM,Truck Containers Empty,95053,88908
US-Canada Border,11/01/2016 12:00:00 AM,Rail Containers Empty,54951,44381
US-Mexico Border,11/01/2016 12:00:00 AM,Rail Containers Empty,42914,31223
US-Mexico Border,11/01/2016 12:00:00 AM,Rail Containers Full,41657,28037
US-Canada Border,11/01/2016 12:00:00 AM,Pedestrians,21239,48740
US-Mexico Border,11/01/2016 12:00:00 AM,Buses,13564,19492
US-Canada Border,11/01/2016 12:00:00 AM,Train Passengers,12683,21891
US-Canada Border,11/01/2016 12:00:00 AM,Buses,5577,11452
US-Canada Border,11/01/2016 12:00:00 AM,Trains,2561,2527
US-Mexico Border,11/01/2016 12:00:00 AM,Train Passengers,919,1041
US-Mexico Border,11/01/2016 12:00:00 AM,Trains,874,726
US-Mexico Border,11/01/2015 12:00:00 AM,Personal Vehicle Passengers,11630109,13999599
US-Mexico Border,11/01/2015 12:00:00 AM,Personal Vehicles,6255819,6517565
US-Mexico Border,11/01/2015 12:00:00 AM,Pedestrians,3551959,3652310
US-Canada Border,11/01/2015 12:00:00 AM,Personal Vehicle Passengers,3549922,5617181
US-Canada Border,11/01/2015 12:00:00 AM,Personal Vehicles,2055745,2678306
US-Canada Border,11/01/2015 12:00:00 AM,Trucks,486513,516094
US-Mexico Border,11/01/2015 12:00:00 AM,Trucks,449882,400128
US-Canada Border,11/01/2015 12:00:00 AM,Truck Containers Full,383318,386287
US-Mexico Border,11/01/2015 12:00:00 AM,Truck Containers Full,315596,254308
US-Mexico Border,11/01/2015 12:00:00 AM,Bus Passengers,185505,243408
US-Canada Border,11/01/2015 12:00:00 AM,Rail Containers Full,130876,108710
US-Mexico Border,11/01/2015 12:00:00 AM,Truck Containers Empty,130106,141901
US-Canada Border,11/01/2015 12:00:00 AM,Bus Passengers,115394,276056
US-Canada Border,11/01/2015 12:00:00 AM,Truck Containers Empty,93427,88890
US-Canada Border,11/01/2015 12:00:00 AM,Rail Containers Empty,54134,44342
US-Mexico Border,11/01/2015 12:00:00 AM,Rail Containers Empty,40707,31185
US-Mexico Border,11/01/2015 12:00:00 AM,Rail Containers Full,38283,27997
US-Canada Border,11/01/2015 12:00:00 AM,Pedestrians,19487,48856
US-Mexico Border,11/01/2015 12:00:00 AM,Buses,17118,19502
US-Canada Border,11/01/2015 12:00:00 AM,Train Passengers,12255,21929
US-Canada Border,11/01/2015 12:00:00 AM,Buses,5605,11475
